airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI-660,Mumbai,Evening,one,Morning,Kolkata,Economy,14.08,17,8100
Indigo,6E-198,Delhi,Early_Morning,one,Morning,Kolkata,Economy,6.08,28,5955
Air_India,AI-526,Kolkata,Evening,one,Morning,Delhi,Economy,14.0,8,14574
Vistara,UK-832,Chennai,Early_Morning,one,Morning,Kolkata,Economy,26.67,27,6147
GO_FIRST,G8-118,Bangalore,Night,one,Morning,Mumbai,Economy,11.25,39,6389
Vistara,UK-994,Mumbai,Morning,one,Night,Bangalore,Economy,12.92,11,11843
Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Business,13.92,8,66928
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Kolkata,Business,15.92,22,51819
Vistara,UK-874,Hyderabad,Morning,one,Evening,Chennai,Economy,11.42,13,8776
Vistara,UK-830,Hyderabad,Morning,two_or_more,Evening,Bangalore,Economy,8.92,20,6455
SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,16,5267
GO_FIRST,G8-713,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.08,12,8869
Air_India,AI-526,Kolkata,Evening,zero,Night,Hyderabad,Business,2.25,32,20356
GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,17,5954
Vistara,UK-738,Kolkata,Evening,zero,Night,Delhi,Business,2.42,37,28510
Vistara,UK-850,Bangalore,Evening,one,Late_Night,Delhi,Business,5.0,18,42521
Vistara,UK-995,Delhi,Morning,one,Night,Hyderabad,Business,10.58,16,51697
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Kolkata,Business,11.17,40,55377
Air_India,AI-402,Kolkata,Morning,zero,Afternoon,Delhi,Business,2.5,22,28510
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Business,10.08,31,51457
Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Economy,10.92,23,4971
Air_India,AI-569,Chennai,Early_Morning,one,Morning,Bangalore,Economy,4.83,13,10608
GO_FIRST,G8-395,Bangalore,Morning,one,Evening,Kolkata,Economy,9.33,30,6186
Air_India,AI-764,Delhi,Evening,zero,Evening,Kolkata,Economy,2.25,4,5955
GO_FIRST,G8-323,Delhi,Evening,one,Late_Night,Bangalore,Economy,6.17,47,4020
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Business,8.5,36,54684
Air_India,AI-9894,Chennai,Morning,one,Morning,Mumbai,Economy,26.75,35,5950
Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Economy,15.0,30,6723
Air_India,AI-806,Mumbai,Early_Morning,one,Morning,Hyderabad,Economy,25.92,40,5625
AirAsia,I5-1229,Chennai,Evening,one,Late_Night,Mumbai,Economy,8.5,21,1830
Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Business,14.5,25,53743
Air_India,AI-672,Chennai,Afternoon,one,Night,Hyderabad,Business,8.67,7,68739
Air_India,AI-559,Hyderabad,Early_Morning,one,Late_Night,Bangalore,Business,17.67,27,56590
Vistara,UK-890,Hyderabad,Evening,one,Night,Mumbai,Business,5.17,44,45995
Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Economy,8.33,26,5206
Vistara,UK-852,Bangalore,Morning,one,Evening,Kolkata,Economy,10.42,49,6271
Air_India,AI-9501,Bangalore,Early_Morning,one,Night,Delhi,Economy,15.0,4,12625
Indigo,6E-282,Delhi,Morning,zero,Afternoon,Kolkata,Economy,2.17,42,3999
Air_India,AI-503,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,28,4071
Indigo,6E-2047,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,42,3424
AirAsia,I5-787,Delhi,Early_Morning,one,Night,Chennai,Economy,16.25,12,7426
Indigo,6E-5329,Delhi,Morning,zero,Morning,Mumbai,Economy,2.17,34,2410
Indigo,6E-7204,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,7.17,14,4338
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Delhi,Economy,5.17,19,5892
AirAsia,I5-798,Delhi,Afternoon,one,Night,Bangalore,Economy,10.58,31,4019
Vistara,UK-824,Chennai,Night,one,Evening,Bangalore,Economy,22.75,15,7784
Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Bangalore,Economy,9.0,47,6588
Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Economy,17.58,30,4239
Vistara,UK-720,Kolkata,Early_Morning,two_or_more,Evening,Bangalore,Economy,10.58,17,7973
Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Business,5.42,20,44025
Vistara,UK-986,Mumbai,Night,one,Evening,Hyderabad,Economy,21.17,27,4149
SpiceJet,SG-679,Kolkata,Afternoon,one,Early_Morning,Mumbai,Economy,15.42,26,6276
Vistara,UK-706,Kolkata,Morning,one,Evening,Mumbai,Business,7.42,42,62591
Indigo,6E-6205,Delhi,Afternoon,one,Night,Chennai,Economy,7.17,41,6067
Air_India,AI-623,Mumbai,Night,one,Afternoon,Delhi,Business,15.08,45,41101
Vistara,UK-995,Delhi,Morning,one,Night,Chennai,Economy,12.75,29,4979
Indigo,6E-2147,Delhi,Night,zero,Night,Hyderabad,Economy,2.25,27,2516
Air_India,AI-766,Chennai,Morning,one,Night,Mumbai,Business,8.75,9,51057
Indigo,6E-207,Kolkata,Morning,one,Evening,Hyderabad,Economy,7.83,39,5103
Indigo,6E-134,Kolkata,Night,one,Morning,Hyderabad,Economy,8.75,1,10217
Air_India,AI-685,Mumbai,Early_Morning,one,Late_Night,Delhi,Business,22.58,22,47205
Indigo,6E-6067,Bangalore,Evening,one,Late_Night,Delhi,Economy,8.75,32,4071
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Business,8.58,40,66155
Vistara,UK-706,Kolkata,Morning,one,Night,Hyderabad,Economy,12.67,5,14154
AirAsia,I5-798,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,10.58,25,3090
Air_India,AI-539,Chennai,Evening,one,Night,Hyderabad,Economy,6.58,32,4294
Air_India,AI-515,Hyderabad,Morning,zero,Morning,Bangalore,Business,1.17,25,12114
Air_India,AI-865,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,28,2476
Air_India,AI-645,Mumbai,Morning,one,Evening,Delhi,Economy,6.92,10,9976
Vistara,UK-708,Kolkata,Night,one,Night,Mumbai,Business,25.17,27,59254
Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,9.0,14,13378
Vistara,UK-822,Chennai,Morning,one,Early_Morning,Hyderabad,Business,22.08,20,41064
Vistara,UK-817,Delhi,Evening,one,Night,Hyderabad,Economy,4.83,39,5761
Indigo,6E-512,Kolkata,Afternoon,one,Night,Bangalore,Economy,8.42,22,6489
Vistara,UK-860,Hyderabad,Early_Morning,zero,Morning,Delhi,Business,2.17,15,24234
Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,Business,17.5,30,66063
Vistara,UK-772,Kolkata,Morning,one,Evening,Bangalore,Business,8.83,9,61023
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Bangalore,Economy,16.92,17,6817
Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Economy,19.92,18,4086
Vistara,UK-864,Bangalore,Evening,one,Late_Night,Delhi,Business,5.17,17,54841
Vistara,UK-870,Hyderabad,Night,one,Morning,Mumbai,Business,13.17,28,60555
Indigo,6E-6113,Chennai,Afternoon,one,Night,Delhi,Economy,6.25,34,3860
Air_India,AI-672,Chennai,Afternoon,one,Afternoon,Kolkata,Economy,21.25,28,5207
Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Economy,17.17,34,4357
Vistara,UK-873,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,26.5,47,4658
Indigo,6E-541,Bangalore,Morning,zero,Morning,Chennai,Economy,1.08,14,3498
Air_India,AI-569,Chennai,Early_Morning,one,Morning,Kolkata,Economy,26.5,26,4629
Indigo,6E-6066,Hyderabad,Morning,zero,Morning,Bangalore,Economy,1.33,12,4453
Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.67,49,6296
Vistara,UK-874,Hyderabad,Morning,one,Night,Delhi,Business,14.5,29,51875
Indigo,6E-605,Chennai,Afternoon,one,Night,Delhi,Economy,7.67,26,4071
Air_India,AI-616,Hyderabad,Morning,one,Evening,Bangalore,Economy,10.08,47,4054
AirAsia,I5-747,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.67,45,5230
Air_India,AI-770,Kolkata,Night,one,Evening,Mumbai,Economy,19.92,43,8478
Vistara,UK-826,Chennai,Afternoon,one,Evening,Bangalore,Economy,6.75,47,4755
Air_India,AI-402,Kolkata,Morning,zero,Afternoon,Delhi,Economy,2.5,35,3437
GO_FIRST,G8-512,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,7.25,16,6488
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Bangalore,Business,11.33,33,69168
Vistara,UK-659,Hyderabad,Morning,two_or_more,Night,Kolkata,Economy,11.75,23,10919
Vistara,UK-927,Delhi,Morning,one,Night,Chennai,Economy,13.58,9,11520
Air_India,AI-9518,Hyderabad,Night,one,Night,Delhi,Economy,23.83,47,6128
AirAsia,I5-972,Hyderabad,Evening,one,Night,Bangalore,Economy,5.58,8,11319
GO_FIRST,G8-7559,Bangalore,Afternoon,one,Night,Hyderabad,Economy,6.67,17,5947
Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Business,11.75,8,80511
SpiceJet,SG-8152,Delhi,Morning,one,Night,Kolkata,Economy,11.25,40,6129
Vistara,UK-894,Hyderabad,Evening,one,Morning,Mumbai,Economy,16.92,27,3471
AirAsia,I5-775,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.67,19,10537
Indigo,6E-5012,Delhi,Early_Morning,zero,Morning,Chennai,Economy,2.92,5,7425
Indigo,6E-417,Kolkata,Afternoon,one,Evening,Hyderabad,Economy,4.5,44,3401
GO_FIRST,G8-713,Delhi,Night,one,Late_Night,Mumbai,Economy,5.92,49,3330
Vistara,UK-874,Hyderabad,Morning,one,Night,Bangalore,Business,12.42,28,38099
Air_India,AI-888,Mumbai,Evening,one,Afternoon,Chennai,Business,17.67,36,49613
Indigo,6E-5308,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.75,29,8059
Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,Economy,8.33,45,4357
Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Economy,19.42,24,4637
Air_India,AI-503,Bangalore,Evening,one,Afternoon,Kolkata,Business,20.67,41,60508
SpiceJet,SG-8941,Delhi,Afternoon,one,Morning,Bangalore,Economy,20.25,22,5619
Air_India,AI-541,Hyderabad,Evening,one,Morning,Kolkata,Economy,16.75,12,11698
Air_India,AI-864,Mumbai,Early_Morning,one,Early_Morning,Chennai,Economy,25.0,37,5380
Air_India,AI-569,Chennai,Early_Morning,one,Morning,Bangalore,Economy,4.83,16,4795
Vistara,UK-778,Kolkata,Afternoon,one,Night,Chennai,Business,7.42,26,56879
AirAsia,I5-1518,Hyderabad,Evening,one,Late_Night,Mumbai,Economy,4.83,34,2250
Air_India,AI-625,Mumbai,Morning,one,Night,Delhi,Economy,12.5,14,9828
SpiceJet,SG-387,Kolkata,Night,one,Night,Mumbai,Economy,26.17,33,5548
Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,Business,10.08,5,49553
Vistara,UK-852,Mumbai,Afternoon,two_or_more,Night,Bangalore,Economy,8.25,8,17746
Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,4.75,47,6172
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.0,7,74844
GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.5,37,6395
Vistara,UK-657,Bangalore,Morning,one,Evening,Delhi,Economy,5.0,24,12267
Indigo,6E-417,Kolkata,Afternoon,one,Evening,Hyderabad,Economy,4.5,21,6909
Vistara,UK-902,Mumbai,Afternoon,one,Morning,Bangalore,Business,16.92,20,66928
GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.25,37,6395
GO_FIRST,G8-803,Bangalore,Evening,one,Late_Night,Delhi,Economy,5.42,49,4456
AirAsia,I5-972,Bangalore,Evening,two_or_more,Early_Morning,Mumbai,Economy,15.25,8,12530
GO_FIRST,G8-792,Kolkata,Evening,zero,Evening,Bangalore,Economy,2.58,24,3860
Vistara,UK-870,Hyderabad,Night,one,Night,Kolkata,Economy,26.17,18,5960
Air_India,AI-604,Bangalore,Morning,one,Night,Kolkata,Economy,14.67,46,5007
Vistara,UK-898,Hyderabad,Early_Morning,two_or_more,Evening,Chennai,Economy,8.67,23,7832
Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Business,6.67,20,61873
Vistara,UK-776,Kolkata,Evening,one,Night,Bangalore,Economy,5.25,23,6458
Air_India,AI-840,Hyderabad,Night,one,Night,Bangalore,Economy,23.25,16,8070
Air_India,AI-867,Mumbai,Night,one,Afternoon,Chennai,Economy,15.17,40,4417
Vistara,UK-898,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.17,20,3571
Air_India,AI-442,Mumbai,Afternoon,one,Afternoon,Kolkata,Business,22.92,13,49725
SpiceJet,SG-276,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,14.0,10,17047
Air_India,AI-9755,Kolkata,Early_Morning,one,Night,Delhi,Economy,14.33,47,5282
Indigo,6E-605,Chennai,Afternoon,one,Night,Delhi,Economy,7.67,27,4071
Vistara,UK-955,Delhi,Evening,one,Morning,Kolkata,Business,15.92,7,67769
Vistara,UK-741,Delhi,Morning,one,Evening,Bangalore,Economy,7.58,46,6921
Vistara,UK-874,Hyderabad,Morning,one,Evening,Kolkata,Business,9.58,13,85061
Vistara,UK-846,Bangalore,Morning,one,Evening,Delhi,Economy,11.25,20,4796
Vistara,UK-776,Kolkata,Evening,zero,Night,Mumbai,Economy,2.75,11,10584
Air_India,AI-619,Mumbai,Night,one,Night,Chennai,Business,26.33,44,32230
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,8.5,10,14150
Air_India,AI-515,Hyderabad,Morning,one,Evening,Kolkata,Business,8.0,32,36660
GO_FIRST,G8-515,Hyderabad,Morning,one,Night,Bangalore,Economy,13.08,24,4452
Air_India,AI-763,Kolkata,Early_Morning,one,Night,Hyderabad,Economy,13.58,41,5145
Vistara,UK-814,Bangalore,Night,one,Early_Morning,Mumbai,Economy,10.75,31,6568
Vistara,UK-977,Delhi,Evening,one,Early_Morning,Bangalore,Business,12.83,25,57017
GO_FIRST,G8-287,Mumbai,Morning,two_or_more,Evening,Delhi,Economy,6.92,13,5942
Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Business,9.17,6,53164
Vistara,UK-706,Kolkata,Morning,two_or_more,Evening,Chennai,Economy,33.67,27,15082
Air_India,AI-610,Bangalore,Evening,one,Night,Kolkata,Business,28.5,38,51817
Air_India,AI-665,Delhi,Early_Morning,one,Morning,Kolkata,Economy,24.83,23,5805
Indigo,6E-2456,Hyderabad,Evening,zero,Evening,Delhi,Economy,2.08,16,2694
Vistara,UK-988,Mumbai,Night,zero,Night,Delhi,Economy,2.08,49,2339
Indigo,6E-6021,Kolkata,Afternoon,one,Evening,Delhi,Economy,6.0,35,5740
Vistara,UK-812,Bangalore,Morning,one,Evening,Kolkata,Economy,9.83,43,8112
GO_FIRST,G8-327,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,6.67,24,4325
Vistara,UK-659,Hyderabad,Morning,two_or_more,Evening,Kolkata,Economy,8.58,37,13872
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.42,31,5375
Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Evening,Chennai,Economy,8.42,26,5505
Vistara,UK-864,Bangalore,Evening,one,Late_Night,Delhi,Business,5.92,28,42521
GO_FIRST,G8-7547,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.67,44,2201
Air_India,AI-625,Mumbai,Morning,two_or_more,Late_Night,Bangalore,Economy,16.0,13,14766
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.25,36,7212
Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Mumbai,Economy,20.58,24,4783
Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.42,42,2410
Indigo,6E-186,Delhi,Afternoon,one,Night,Bangalore,Economy,7.42,5,10523
Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Business,11.75,13,66928
Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Business,13.92,29,69168
Vistara,UK-958,Mumbai,Afternoon,one,Night,Bangalore,Business,10.92,45,54608
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,8.17,46,6341
Vistara,UK-890,Hyderabad,Evening,one,Night,Mumbai,Economy,5.17,8,10069
AirAsia,I5-1229,Chennai,Evening,zero,Evening,Bangalore,Economy,0.92,5,3363
Indigo,6E-531,Hyderabad,Early_Morning,one,Afternoon,Bangalore,Economy,9.08,30,2737
Indigo,6E-6067,Bangalore,Evening,one,Night,Mumbai,Economy,7.08,47,3153
Indigo,6E-588,Chennai,Evening,one,Late_Night,Mumbai,Economy,6.5,26,6017
Indigo,6E-318,Kolkata,Late_Night,zero,Early_Morning,Mumbai,Economy,2.83,37,4499
Air_India,AI-640,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.83,41,3940
Air_India,AI-809,Mumbai,Morning,one,Afternoon,Chennai,Economy,26.67,5,9201
Vistara,UK-988,Mumbai,Night,one,Evening,Hyderabad,Economy,23.0,5,9879
Air_India,AI-423,Delhi,Early_Morning,one,Evening,Chennai,Business,14.83,39,47657
Air_India,AI-542,Delhi,Morning,one,Early_Morning,Chennai,Economy,22.25,35,3306
Indigo,6E-613,Chennai,Evening,zero,Night,Delhi,Economy,2.75,44,2750
Vistara,UK-813,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,19,4501
Air_India,AI-888,Mumbai,Evening,one,Morning,Hyderabad,Business,15.5,8,53634
Vistara,UK-866,Bangalore,Night,one,Early_Morning,Hyderabad,Economy,10.17,23,5322
Indigo,6E-2249,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,9.5,20,5955
Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.83,12,12570
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Bangalore,Business,10.75,22,44144
Vistara,UK-860,Hyderabad,Early_Morning,zero,Morning,Delhi,Economy,2.17,30,3085
AirAsia,I5-992,Bangalore,Night,one,Morning,Delhi,Economy,10.92,44,3467
Air_India,AI-805,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,9,5955
Vistara,UK-846,Bangalore,Morning,one,Afternoon,Delhi,Business,6.0,23,42521
Vistara,UK-890,Hyderabad,Evening,one,Morning,Chennai,Economy,16.25,23,10225
Vistara,UK-871,Delhi,Night,zero,Night,Hyderabad,Business,2.33,5,24056
GO_FIRST,G8-143,Delhi,Morning,one,Night,Bangalore,Economy,13.08,2,18609
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Kolkata,Business,12.08,40,64285
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13.0,42,45693
Air_India,AI-616,Hyderabad,Morning,one,Morning,Chennai,Economy,26.5,26,3813
Air_India,AI-9927,Bangalore,Evening,one,Night,Delhi,Economy,4.75,10,9904
Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,Business,12.92,23,87060
Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,19,3100
AirAsia,I5-510,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,9.67,4,5974
Indigo,6E-2331,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.58,37,3253
Air_India,AI-672,Chennai,Evening,zero,Evening,Mumbai,Business,2.17,23,23424
Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Economy,9.33,17,11428
Indigo,6E-5203,Bangalore,Evening,zero,Night,Mumbai,Economy,2.0,44,2201
Indigo,6E-483,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.25,27,3999
Indigo,6E-139,Kolkata,Early_Morning,zero,Morning,Mumbai,Economy,3.17,5,7959
Indigo,6E-6172,Kolkata,Night,zero,Late_Night,Hyderabad,Economy,2.17,22,2436
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Business,20.17,18,53209
AirAsia,I5-783,Delhi,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,8.25,15,6443
Air_India,AI-505,Bangalore,Morning,one,Night,Hyderabad,Business,10.17,6,56476
Vistara,UK-708,Kolkata,Night,zero,Night,Delhi,Economy,2.33,38,4001
Vistara,UK-774,Kolkata,Night,one,Evening,Delhi,Business,20.33,42,66063
Air_India,AI-440,Chennai,Early_Morning,one,Night,Bangalore,Business,17.75,47,60260
Air_India,AI-678,Delhi,Morning,one,Night,Chennai,Business,14.92,48,54003
Air_India,AI-429,Delhi,Morning,one,Afternoon,Kolkata,Economy,28.17,46,4385
Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,Economy,6.67,19,6067
AirAsia,I5-992,Bangalore,Night,zero,Late_Night,Kolkata,Economy,2.42,36,3393
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Economy,15.42,28,6578
Indigo,6E-269,Chennai,Morning,two_or_more,Evening,Kolkata,Economy,9.33,44,6658
Vistara,UK-657,Bangalore,Morning,one,Evening,Delhi,Business,8.33,13,45097
GO_FIRST,G8-329,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.75,21,5817
Indigo,6E-512,Kolkata,Afternoon,one,Night,Bangalore,Economy,8.42,5,6489
Vistara,UK-960,Mumbai,Morning,one,Night,Chennai,Economy,8.33,42,4663
AirAsia,I5-766,Hyderabad,Night,one,Late_Night,Delhi,Economy,4.25,26,3201
Air_India,AI-509,Chennai,Early_Morning,one,Night,Mumbai,Business,14.42,47,34681
Air_India,AI-9929,Kolkata,Early_Morning,two_or_more,Night,Mumbai,Economy,14.08,8,11323
Vistara,UK-816,Bangalore,Morning,zero,Afternoon,Delhi,Business,2.67,11,32923
Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Economy,8.92,41,4496
Vistara,UK-822,Chennai,Morning,one,Night,Hyderabad,Economy,11.17,8,12990
Indigo,6E-6172,Kolkata,Night,one,Morning,Bangalore,Economy,11.25,26,3591
Indigo,6E-425,Hyderabad,Afternoon,one,Night,Kolkata,Economy,6.17,39,4390
Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Economy,12.0,26,10243
Indigo,6E-841,Bangalore,Afternoon,one,Night,Hyderabad,Economy,7.5,19,2767
Air_India,AI-543,Hyderabad,Morning,one,Night,Kolkata,Business,11.0,15,51707
Indigo,6E-5367,Chennai,Evening,zero,Night,Mumbai,Economy,2.0,38,7090
Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,Economy,13.33,32,4496
GO_FIRST,G8-2401,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.5,48,5958
Vistara,UK-897,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.58,30,4792
GO_FIRST,G8-118,Bangalore,Night,one,Morning,Mumbai,Economy,11.25,19,5177
Vistara,UK-822,Chennai,Morning,one,Afternoon,Bangalore,Business,30.25,35,63226
Indigo,6E-7348,Delhi,Afternoon,one,Night,Bangalore,Economy,8.58,47,4007
Indigo,6E-796,Chennai,Night,one,Morning,Kolkata,Economy,9.75,31,3219
AirAsia,I5-791,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.92,17,3090
Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Economy,25.0,3,12267
Vistara,UK-927,Delhi,Morning,zero,Morning,Mumbai,Economy,2.08,11,5955
Vistara,UK-822,Chennai,Morning,one,Afternoon,Hyderabad,Business,26.5,23,41064
Air_India,AI-559,Hyderabad,Early_Morning,one,Late_Night,Bangalore,Business,17.67,44,56590
Air_India,AI-540,Delhi,Night,one,Evening,Mumbai,Economy,20.42,20,3855
Indigo,6E-676,Bangalore,Evening,zero,Night,Kolkata,Economy,2.58,49,3393
Vistara,UK-940,Mumbai,Evening,one,Afternoon,Hyderabad,Business,16.83,47,68317
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,36,7575
Air_India,AI-698,Hyderabad,Night,one,Morning,Bangalore,Economy,12.92,32,4054
Vistara,UK-943,Delhi,Early_Morning,one,Night,Bangalore,Business,13.42,32,57017
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,9.25,41,6389
Vistara,UK-816,Bangalore,Morning,one,Night,Hyderabad,Business,11.42,28,56588
Vistara,UK-826,Chennai,Afternoon,one,Afternoon,Hyderabad,Business,23.75,32,41064
Vistara,UK-870,Hyderabad,Night,one,Evening,Kolkata,Economy,23.0,28,5960
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Kolkata,Business,11.58,37,57565
Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Economy,18.25,8,9141
Air_India,AI-770,Kolkata,Night,one,Evening,Mumbai,Economy,23.5,16,5102
Vistara,UK-809,Delhi,Evening,zero,Night,Bangalore,Business,2.83,31,32859
Vistara,UK-822,Chennai,Morning,one,Evening,Bangalore,Economy,8.0,4,11650
Vistara,UK-838,Chennai,Night,one,Night,Mumbai,Business,24.17,23,64113
Indigo,6E-613,Chennai,Evening,zero,Night,Delhi,Economy,2.75,12,8192
Indigo,6E-2137,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,11,5955
Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,8.17,16,9178
Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,26.17,17,7221
Air_India,AI-808,Bangalore,Night,one,Afternoon,Kolkata,Economy,17.5,16,7109
Air_India,AI-767,Delhi,Afternoon,one,Evening,Chennai,Economy,7.5,22,7360
Vistara,UK-776,Kolkata,Evening,one,Morning,Bangalore,Business,17.17,20,52287
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Chennai,Business,8.83,14,64173
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Kolkata,Business,11.08,19,60508
Vistara,UK-870,Hyderabad,Night,one,Evening,Bangalore,Economy,20.42,14,11319
Air_India,AI-774,Mumbai,Night,one,Afternoon,Delhi,Economy,16.0,4,14658
Air_India,AI-637,Mumbai,Evening,two_or_more,Night,Kolkata,Economy,28.58,49,6702
Air_India,AI-9720,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,9.33,29,5951
Vistara,UK-838,Chennai,Night,one,Morning,Bangalore,Business,14.75,45,60260
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Delhi,Economy,33.83,11,12339
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,Business,10.67,8,67004
GO_FIRST,G8-322,Mumbai,Night,one,Morning,Bangalore,Economy,11.42,2,5102
Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Business,11.17,22,84756
Air_India,AI-544,Delhi,Evening,one,Morning,Kolkata,Business,14.83,21,43376
Air_India,AI-678,Delhi,Morning,one,Early_Morning,Chennai,Economy,22.33,20,3988
Air_India,AI-505,Bangalore,Morning,one,Evening,Chennai,Economy,8.58,35,6024
Air_India,AI-885,Delhi,Morning,one,Evening,Mumbai,Economy,5.67,32,7310
AirAsia,I5-991,Kolkata,Evening,one,Late_Night,Mumbai,Economy,8.33,33,3379
