airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class_,duration,days_left,price
3,79,2,1,0,0,4,1,6.58,32,2482
3,236,0,4,0,2,3,1,7.83,3,8554
5,1062,0,2,0,2,4,0,22.42,32,60508
2,689,2,2,0,1,4,1,15.0,4,5954
3,199,5,2,0,5,2,1,4.92,46,2339
1,582,2,5,0,2,1,1,20.83,47,4839
5,1070,1,0,0,2,2,1,31.33,44,7476
5,1087,5,2,0,5,2,0,6.25,10,53152
4,982,1,5,0,5,2,1,23.58,49,5730
1,513,1,5,0,4,0,1,12.58,33,5888
1,571,5,0,2,2,2,1,2.25,44,2464
5,1084,5,1,1,2,1,1,10.33,28,8130
3,353,4,5,0,1,2,1,6.33,25,7466
5,1033,4,5,0,2,5,1,21.25,5,11139
5,1104,3,5,2,5,2,1,2.25,25,2200
5,1031,2,0,0,5,5,1,7.92,41,4673
3,195,5,4,2,0,1,1,2.0,40,3000
1,537,5,5,0,4,4,0,11.83,6,36980
5,1111,3,0,0,1,0,1,18.92,24,5441
1,642,1,4,0,4,5,1,24.58,41,5320
5,1031,4,4,0,0,3,0,26.33,41,52175
5,1056,0,4,0,2,5,0,9.33,30,62524
2,784,2,0,0,5,4,1,8.08,13,5954
1,502,0,1,0,2,2,0,9.75,37,39847
3,422,1,2,0,5,2,1,5.67,33,3860
5,1034,4,1,2,4,2,1,2.42,48,4001
0,839,1,0,0,3,5,1,10.33,19,1830
1,620,2,2,0,2,4,1,24.08,1,14503
3,37,2,5,0,1,5,1,9.58,36,2994
1,557,5,2,2,5,2,1,2.5,45,2464
5,1109,3,5,0,5,1,0,25.5,27,41314
5,1052,0,1,0,0,5,1,7.0,40,6568
5,1108,5,2,2,5,3,0,1.58,30,17604
2,721,5,4,0,5,2,1,8.67,46,10400
5,1089,5,1,0,5,2,0,13.5,35,53152
5,1043,4,4,0,2,2,0,6.5,48,66063
5,1103,0,0,1,2,3,1,28.25,44,9513
3,355,3,1,2,4,2,1,2.25,40,3191
3,164,1,1,2,1,3,1,1.17,45,1800
1,523,3,1,0,0,4,0,8.0,19,51707
3,131,5,0,0,2,0,1,5.75,19,4056
3,149,3,1,0,0,4,1,7.67,8,7577
5,1090,0,4,0,0,3,0,26.75,47,37985
2,774,3,4,0,5,5,1,9.75,19,6084
5,1075,1,1,0,2,3,0,10.08,16,51457
5,1097,3,1,0,5,4,1,15.92,10,12747
2,740,5,2,0,5,2,1,5.67,25,5618
5,1052,0,1,0,2,4,0,11.58,30,62188
3,151,4,0,0,2,3,1,4.5,25,6489
5,1061,2,2,0,5,3,1,4.83,10,13200
1,592,5,5,0,2,2,0,21.08,27,59021
1,475,1,4,0,5,3,1,13.67,25,4714
3,65,0,2,2,5,2,1,2.92,10,7488
1,517,2,4,0,0,0,1,4.58,37,3610
5,1130,2,4,0,2,0,1,6.08,30,4496
5,1128,2,1,0,2,4,0,12.42,44,67769
5,1074,3,4,0,5,5,1,10.92,8,10783
5,1088,0,2,0,5,1,0,27.17,30,44280
2,793,0,4,0,0,2,1,5.75,20,4028
1,588,4,0,0,5,1,0,8.08,25,55983
5,1033,4,5,0,2,5,0,22.67,8,58111
1,524,2,4,0,0,0,0,6.17,16,35490
2,785,2,2,0,5,4,1,6.58,13,5954
1,475,1,4,0,2,5,0,10.08,40,49553
2,723,2,0,0,5,1,1,8.0,30,4896
5,1063,2,0,0,5,5,1,9.17,49,6296
5,1078,2,2,0,0,5,1,18.58,16,5040
3,265,0,2,0,5,5,1,4.42,33,3153
5,1135,2,2,0,5,0,0,5.08,19,57017
1,624,0,1,0,5,3,1,14.42,5,5040
2,714,5,0,0,5,4,1,9.5,43,5817
5,1123,5,1,0,2,0,0,10.58,48,62448
5,1111,3,0,0,4,0,1,21.83,20,5441
5,1134,5,1,0,5,0,1,16.67,16,6710
5,1088,0,2,0,0,2,1,16.75,2,13317
5,1107,3,4,0,3,2,0,16.42,16,39555
1,601,5,1,0,0,4,1,6.5,46,4977
1,537,5,5,0,2,2,0,22.25,10,41101
5,1038,4,2,0,2,3,1,22.25,46,5760
4,930,5,1,0,4,2,1,4.75,20,3512
5,1075,1,1,0,4,3,0,26.33,46,51457
2,761,5,1,0,2,0,1,14.33,8,5102
1,618,5,2,0,2,1,1,24.0,8,20433
4,994,5,1,0,4,4,1,25.75,31,5818
3,225,5,2,0,5,2,1,5.83,39,2339
5,1031,4,4,0,2,3,0,9.67,37,52175
5,1072,1,1,0,0,2,0,7.08,31,57920
1,563,5,1,0,5,2,0,14.83,47,59021
1,513,1,5,0,2,5,0,23.67,42,49553
0,884,0,5,2,3,2,1,2.83,49,4498
5,1079,1,4,0,2,5,0,8.33,20,57393
1,599,0,1,0,2,3,0,13.58,19,56476
5,1138,2,4,2,4,5,1,2.33,23,3100
1,502,3,4,0,5,2,0,15.25,38,37846
1,561,5,4,0,2,2,1,10.83,34,3843
0,833,0,1,0,2,4,1,12.83,17,3393
1,519,2,2,0,4,0,1,17.5,34,3610
5,1078,2,2,2,5,1,1,2.83,2,7425
0,839,1,0,0,3,4,1,11.33,33,2361
5,1075,1,1,0,5,3,0,16.0,43,51457
5,1092,0,2,0,4,4,0,15.25,4,72313
5,1048,4,0,0,2,1,0,25.0,30,56879
5,1088,0,2,0,2,4,0,24.0,43,51817
3,135,2,5,0,4,5,1,10.42,26,3546
0,897,2,0,1,3,0,1,12.0,12,8056
5,1072,1,1,0,2,2,0,12.75,38,53440
1,604,5,4,0,4,0,1,22.92,31,6082
2,807,4,2,0,3,2,1,8.08,32,7804
2,767,4,2,0,3,0,1,7.0,48,6109
3,386,0,0,0,5,2,1,9.0,7,10061
5,1092,0,2,0,3,2,0,6.5,36,42521
5,1095,0,1,0,0,2,1,7.83,14,10744
5,1072,1,1,0,4,4,0,26.67,18,54896
2,757,3,0,0,4,5,1,19.33,45,4230
5,1050,0,2,0,4,1,0,15.08,31,60396
4,952,0,1,2,4,4,1,2.58,24,3916
3,125,4,3,2,1,5,1,2.67,46,4499
5,1129,5,0,0,5,3,0,8.25,3,63949
3,285,2,2,0,5,4,1,4.25,40,5027
2,749,2,5,0,1,4,1,11.5,41,3991
3,130,4,4,0,2,3,1,8.58,34,3401
5,1031,4,4,0,5,5,0,9.83,30,64831
5,1113,3,0,1,5,0,1,9.42,39,5962
4,932,2,1,0,5,0,1,15.0,25,5619
1,583,4,1,0,5,1,0,16.58,23,55983
5,1121,5,2,0,4,4,0,16.0,45,57565
5,1112,2,2,0,4,5,0,16.33,13,41281
3,309,0,1,0,4,5,1,4.08,47,3153
5,1124,5,1,0,5,1,0,15.25,41,64173
0,897,2,0,1,5,0,1,10.92,14,7423
0,832,4,2,1,4,3,1,12.83,47,4589
5,1031,4,4,0,4,1,0,23.67,30,55983
3,205,2,4,2,4,5,1,2.5,28,3001
1,589,4,5,0,2,3,0,22.83,3,53183
5,1090,0,4,0,3,2,0,14.67,38,54841
4,995,2,1,0,1,1,1,25.67,4,7425
1,513,1,5,0,0,4,1,16.17,10,31713
1,514,1,2,0,0,0,0,19.5,41,60260
5,1043,4,4,0,2,1,0,9.5,10,55502
1,630,4,1,0,2,2,1,8.5,36,5408
0,876,2,1,0,4,4,1,5.67,44,2480
2,811,0,0,0,2,2,1,5.42,25,4294
0,825,2,4,1,2,4,1,10.17,29,3175
1,502,0,1,0,2,2,1,9.75,9,14419
1,496,0,0,0,5,5,0,8.25,48,54684
1,499,2,5,2,3,0,1,2.92,33,4427
5,1070,1,0,0,0,3,0,23.75,41,41064
5,1044,5,2,0,5,2,1,27.83,46,7576
1,613,2,2,0,0,4,1,18.17,16,6120
5,1118,3,1,0,4,5,1,24.58,42,3471
5,1106,5,1,0,4,0,1,26.5,11,8148
1,480,2,2,0,5,5,1,3.75,4,5955
3,59,2,5,0,1,1,1,8.67,38,4266
1,463,2,1,0,5,5,1,13.25,28,5281
5,1043,4,4,0,5,2,0,11.5,4,68303
1,464,4,4,0,2,5,0,7.58,44,50271
0,844,0,1,0,0,2,1,8.25,45,4570
0,829,3,0,2,0,0,1,1.17,24,2048
5,1031,4,4,0,5,1,1,10.0,14,13014
4,955,4,4,0,2,5,1,8.67,31,9312
2,649,4,0,2,2,2,1,2.5,49,3999
5,1099,5,4,0,5,2,0,11.42,15,53152
5,1061,2,2,0,5,5,0,5.75,29,53164
5,1148,2,4,0,1,3,0,21.5,13,51697
4,985,1,1,0,5,2,1,17.33,41,4827
5,1043,4,4,0,5,2,0,11.17,48,84756
1,475,1,4,0,5,5,0,11.33,32,49553
2,725,5,2,0,1,4,1,12.75,46,5817
1,546,5,1,0,2,3,1,12.25,26,4173
3,73,2,4,0,2,0,1,8.58,36,5850
1,612,5,5,0,2,1,1,21.5,4,9201
1,563,5,1,0,0,2,1,6.75,36,5915
5,1144,5,5,0,4,4,1,10.83,12,9879
5,1113,3,0,0,5,5,1,6.67,11,10248
3,20,5,4,0,5,1,1,10.17,4,9671
2,795,2,0,0,5,0,1,4.75,35,3568
3,158,5,1,2,1,3,1,1.5,47,2901
1,576,4,0,1,5,5,0,8.25,47,54643
3,372,3,1,0,4,1,1,5.0,32,1543
1,546,5,1,0,4,2,1,4.08,45,2464
2,745,0,4,2,4,5,1,1.67,19,2201
2,721,5,4,0,5,3,1,11.83,3,11403
3,75,2,1,0,4,0,1,5.08,34,4007
3,261,1,0,2,0,0,1,0.92,47,1443
5,1119,2,0,2,2,3,1,2.25,38,2780
1,641,3,1,0,4,5,1,25.58,30,3288
5,1085,0,4,0,2,2,0,9.58,33,54841
5,1097,3,1,0,2,4,0,11.08,49,51819
5,1033,4,5,0,4,1,1,13.5,18,5975
3,145,2,0,0,2,4,1,4.33,16,6371
1,546,5,1,0,5,4,0,15.25,43,49725
0,893,2,2,0,3,5,1,8.5,19,5230
1,599,0,1,0,0,4,0,8.33,14,60508
2,712,5,4,0,5,3,1,11.92,30,3916
5,1141,2,2,0,2,4,0,21.83,18,67769
3,237,5,0,0,2,2,1,5.33,46,2339
4,917,2,2,2,5,5,1,2.33,9,5955
5,1066,1,4,0,5,2,1,11.83,5,16140
3,171,2,1,0,0,4,1,6.25,5,6443
2,779,4,2,0,5,5,1,6.5,24,5929
1,621,2,1,0,5,4,1,15.08,46,5820
5,1043,4,4,0,5,0,0,10.5,40,52287
5,1060,0,4,0,5,5,0,11.33,37,54684
5,1107,3,4,0,2,1,1,11.42,28,6287
5,1063,2,0,2,2,0,0,2.75,32,32859
0,887,5,1,2,4,2,1,2.17,10,6967
5,1109,3,5,0,4,0,0,13.17,10,38099
5,1121,5,2,0,4,3,1,16.08,6,9879
1,589,4,5,1,2,5,1,23.5,14,12054
3,85,5,2,0,3,4,1,7.0,42,2835
5,1106,5,1,0,2,2,1,13.58,39,5232
0,883,2,2,0,4,3,1,13.75,38,5149
1,608,3,5,0,2,1,1,22.17,23,5384
2,652,2,1,2,4,0,1,2.58,35,4501
5,1066,1,4,0,5,0,1,11.17,49,4755
1,589,4,5,0,2,1,0,22.5,2,61032
1,514,1,2,0,0,4,1,21.5,15,12596
3,276,1,4,2,4,5,1,1.92,40,3572
5,1097,3,1,0,2,0,1,12.0,30,7196
2,686,5,5,0,4,3,1,9.75,26,3916
5,1060,0,4,0,5,3,1,9.42,48,9884
1,608,3,5,0,4,5,1,12.25,38,4783
3,166,2,1,2,4,5,1,2.17,10,5955
5,1066,1,4,0,1,3,1,22.08,22,5483
5,1147,5,4,0,2,0,0,8.42,41,66928
5,1114,3,2,0,4,0,1,18.17,45,6461
5,1052,0,1,0,2,5,1,11.08,8,11205
2,656,2,2,0,3,3,1,5.42,12,5954
5,1081,1,5,0,2,4,1,21.0,11,11247
5,1111,3,0,0,5,1,0,10.17,19,41314
5,1134,5,1,0,0,3,1,6.58,27,4149
5,1115,0,2,0,0,5,1,18.58,17,4792
1,618,5,2,0,0,0,0,17.5,1,76997
1,642,1,4,0,4,5,1,24.58,35,6370
1,535,5,1,0,4,2,0,27.25,30,41101
0,817,1,2,0,3,5,1,8.5,16,1830
3,434,0,4,0,5,4,1,10.17,32,5561
1,516,3,2,0,2,5,1,25.75,10,7774
1,592,5,5,0,5,0,0,23.92,38,55982
1,514,1,2,0,4,5,1,18.25,13,9719
1,583,4,1,0,2,0,0,9.25,3,63218
5,1140,2,1,0,0,3,1,6.5,32,5549
3,262,5,2,0,5,1,1,5.08,4,11351
5,1072,1,1,0,0,2,0,8.67,40,64729
2,653,0,1,0,5,5,1,15.92,16,5177
5,1104,3,5,0,0,5,0,18.42,39,58315
1,573,3,5,0,5,4,0,25.42,28,48795
1,601,5,1,0,4,3,1,26.5,9,7584
2,771,4,2,0,4,5,1,16.25,36,5853
5,1145,5,5,0,4,4,1,12.67,42,5949
3,7,4,4,0,5,0,1,10.25,40,4944
3,110,0,0,0,5,2,1,7.25,43,4071
5,1064,0,2,2,5,2,0,2.67,40,32923
5,1049,2,4,0,5,5,0,12.75,12,53164
5,1034,4,1,0,5,5,1,12.92,9,13103
1,501,2,4,0,4,5,0,22.83,38,53164
0,907,5,0,0,2,1,1,4.33,43,1890
5,1122,2,4,0,2,4,0,7.33,32,59929
0,897,2,0,0,5,0,1,10.92,22,3569
5,1139,5,4,0,5,1,1,14.0,13,11129
1,509,3,1,0,2,1,1,13.67,36,4122
1,500,0,4,0,2,4,0,8.75,22,60508
2,723,2,0,0,2,0,1,5.33,14,7424
5,1060,0,4,0,2,5,0,6.17,30,67004
2,705,1,1,0,4,2,1,5.17,23,5236
4,1004,4,5,2,3,2,1,2.5,40,3999
1,533,0,2,2,5,5,1,1.92,40,2208
5,1031,4,4,0,2,3,0,6.75,45,52175
5,1125,2,0,0,5,1,1,7.58,16,4979
5,1091,5,0,0,5,3,1,4.92,6,8988
5,1130,2,4,0,2,1,1,8.25,36,4979
2,808,0,1,0,5,5,1,14.75,10,11241
1,625,0,2,0,1,1,1,13.17,33,3184
5,1034,4,1,0,5,5,0,15.67,13,50271
1,513,1,5,0,2,5,1,23.67,42,4357
3,173,2,2,2,5,5,1,2.17,10,7845
1,608,3,5,0,5,0,1,23.25,37,6314
5,1079,1,4,0,2,4,0,8.83,26,57057
4,970,0,1,2,1,5,1,1.33,16,2552
1,612,5,5,0,2,0,1,22.33,21,7174
2,650,2,2,2,5,4,1,2.33,4,5954
3,329,0,2,0,1,4,1,10.75,12,9168
5,1075,1,1,0,5,4,1,15.83,12,11069
1,480,2,2,0,4,0,0,17.33,43,42457
5,1072,1,1,1,0,3,1,5.25,37,6032
2,762,4,1,0,0,2,1,9.58,21,6324
1,532,5,2,0,0,4,1,20.75,45,5070
1,562,1,0,0,5,4,0,8.75,32,54481
5,1038,4,2,0,5,1,0,25.5,22,55983
5,1129,5,0,0,5,0,1,8.67,49,6450
3,164,1,1,0,0,4,1,6.75,23,6869
1,582,2,5,2,5,4,1,2.08,9,6795
3,24,2,0,0,5,0,1,7.42,20,3587
5,1072,1,1,0,1,3,1,24.83,22,5483
5,1136,5,0,0,2,3,1,7.5,42,4099
2,698,2,4,0,0,0,1,4.33,37,9423
5,1114,3,2,0,5,5,0,6.17,27,58315
5,1042,5,1,2,4,4,1,2.67,48,4499
3,86,2,0,0,2,0,1,5.17,40,4007
1,585,4,5,0,4,5,0,11.33,41,43711
3,415,0,4,0,2,5,1,6.83,24,5178
2,698,2,4,0,5,5,1,9.83,13,5954
2,797,3,0,0,1,5,1,12.75,16,4452
5,1129,5,0,0,4,1,1,19.25,42,3998
5,1121,5,2,0,2,1,1,22.75,4,11129
1,528,0,0,0,5,1,0,8.5,9,44682
5,1072,1,1,0,0,3,0,5.25,6,41064
3,300,3,5,2,5,1,1,1.25,40,1788
1,642,1,4,2,4,3,1,1.42,2,10608
3,338,3,5,2,5,0,1,1.25,20,1776
1,516,3,2,0,4,1,0,16.67,7,51595
1,550,0,1,0,0,4,0,29.42,18,51817
3,43,2,1,2,4,5,1,2.17,33,2410
1,498,0,2,0,0,4,1,19.17,12,22819
3,198,5,4,0,2,0,1,8.83,17,4634
5,1034,4,1,0,2,1,0,9.17,44,55983
3,208,5,1,0,0,0,1,6.92,15,6930
5,1045,4,5,0,5,0,1,24.33,29,6195
5,1090,0,4,2,4,5,1,1.92,14,5179
3,316,2,5,2,5,4,1,2.08,48,3999
1,601,5,1,0,5,1,0,15.58,6,49613
5,1074,3,4,0,5,5,0,13.5,24,64890
5,1025,5,4,0,2,2,1,5.25,28,4769
5,1033,4,5,0,1,5,1,11.5,18,6067
5,1144,5,5,0,4,3,1,10.92,8,10058
5,1083,5,4,0,2,2,1,5.67,40,24633
5,1031,4,4,0,2,1,1,9.67,24,13856
1,592,5,5,0,2,2,1,21.08,16,7413
1,598,2,1,0,2,3,1,12.83,39,5530
1,618,5,2,0,2,4,1,24.17,8,11508
2,802,4,0,0,5,2,1,9.92,31,6324
5,1079,1,4,0,2,4,1,8.83,20,5937
3,410,2,1,0,0,1,1,8.58,43,3996
0,907,5,0,0,3,2,1,14.25,29,2336
5,1078,2,2,2,5,1,1,2.83,35,2300
3,189,5,4,0,2,1,1,5.08,18,5943
5,1126,5,2,0,4,0,1,16.08,29,6450
3,170,2,0,0,5,5,1,10.33,41,2410
5,1090,0,4,0,2,2,0,10.25,49,50361
2,766,0,5,0,4,2,1,9.67,12,7994
4,918,2,1,2,4,4,1,2.08,13,5954
5,1045,4,5,0,0,3,0,15.67,39,49207
2,711,5,1,2,1,0,1,1.58,9,5102
4,993,4,1,2,4,2,1,2.67,34,3999
5,1031,4,4,0,5,3,1,10.67,6,15560
3,277,1,0,0,5,3,1,7.0,13,4202
1,571,5,0,0,0,4,1,21.92,4,13926
4,1004,4,5,2,3,2,1,2.5,25,4177
0,909,3,5,0,4,4,1,10.83,23,2613
5,1075,1,1,0,0,5,0,8.08,30,61873
1,524,2,4,0,5,5,0,15.75,11,41113
1,497,2,0,0,1,4,1,15.75,10,19605
5,1081,1,5,0,2,0,1,19.92,24,6437
1,554,5,4,0,4,3,1,26.08,16,8388
5,1141,2,2,0,0,3,1,17.25,5,9840
3,326,0,0,0,2,5,1,6.92,15,16739
5,1088,0,2,0,5,3,1,25.0,29,5322
5,1043,4,4,0,5,2,1,12.58,49,6461
5,1034,4,1,0,5,0,0,16.17,35,60978
3,84,2,2,0,3,1,1,4.92,17,3349
4,974,1,0,0,3,2,1,9.83,23,4048
1,533,0,2,0,5,3,1,26.42,11,9064
3,197,3,1,0,4,0,1,3.5,36,2526
5,1123,5,1,0,5,3,0,16.42,28,53645
5,1111,3,0,0,5,2,0,10.08,25,51875
5,1111,3,0,0,2,0,0,6.33,42,38099
5,1038,4,2,0,5,0,0,25.67,41,60978
3,142,4,0,0,5,2,1,8.33,6,13157
3,197,3,1,0,0,0,1,8.08,48,1755
4,993,4,1,2,4,2,1,2.67,5,6488
1,546,5,1,0,4,2,0,3.67,28,22140
5,1056,0,4,0,2,3,0,10.17,13,56588
5,1095,0,1,0,1,3,1,25.17,39,5322
0,878,2,5,0,4,4,1,12.25,45,3175
5,1045,4,5,0,4,2,1,14.42,42,6461
5,1145,5,5,0,4,0,1,13.92,42,6450
1,513,1,5,0,5,3,1,27.25,18,4399
3,260,4,0,0,2,5,1,5.33,16,8177
1,473,4,0,0,5,1,0,34.08,20,55983
1,558,5,0,0,5,0,1,7.58,4,9566
4,1016,2,4,0,0,0,1,25.67,22,5619
5,1045,4,5,0,4,1,1,15.25,49,7141
4,934,0,1,0,2,5,1,13.08,32,4193
2,781,2,2,0,5,0,1,7.0,10,13647
1,475,1,4,0,5,3,0,13.67,42,51345
2,791,5,0,0,5,4,1,9.83,21,4961
5,1026,0,4,0,2,2,1,8.33,19,12214
1,483,2,1,1,0,4,1,31.25,37,9181
5,1135,2,2,0,5,0,0,5.08,34,57017
3,196,5,0,0,5,4,1,6.75,18,7594
2,703,4,4,1,2,2,1,8.25,20,6488
5,1033,4,5,0,2,3,0,20.58,28,52175
2,707,1,0,0,2,0,1,5.92,12,10469
5,1114,3,2,0,4,0,1,17.17,19,6461
1,535,5,1,0,4,4,0,26.33,28,36980
1,591,4,2,0,0,2,1,19.0,39,5810
5,1124,5,1,0,5,0,0,15.83,20,77120
5,1147,5,4,0,2,3,1,6.58,40,4099
5,1026,0,4,1,5,3,1,11.42,4,16286
5,1045,4,5,0,4,2,1,14.42,15,9920
0,858,4,1,0,4,1,1,3.92,39,5465
5,1074,3,4,0,2,5,1,6.17,37,4731
5,1056,2,0,0,2,5,0,5.0,49,44081
5,1026,0,4,0,2,2,0,5.0,43,45097
1,481,5,0,0,5,1,1,8.17,46,4417
0,903,2,5,1,4,1,1,11.58,11,7426
5,1058,0,5,0,2,3,1,19.83,16,6892
5,1134,5,1,0,2,4,1,13.58,35,5949
5,1147,5,4,0,5,1,0,9.83,35,61933
1,463,2,1,2,4,4,0,2.17,21,27976
5,1054,0,1,0,2,3,1,10.0,3,16624
5,1031,4,4,0,5,0,0,10.17,24,60978
1,562,1,0,2,2,5,1,2.17,28,2408
5,1048,4,0,2,2,2,1,2.42,19,4001
5,1111,3,0,0,1,0,0,18.92,25,38099
5,1034,4,1,2,4,2,0,2.42,3,38590
1,561,5,4,0,4,2,0,23.83,12,50957
0,827,1,5,0,1,5,1,9.25,29,1830
3,71,2,5,0,3,0,1,5.25,48,3587
2,667,2,2,0,3,0,1,8.67,22,4205
0,854,4,1,0,2,0,1,9.42,7,4555
2,797,3,0,0,4,0,1,18.83,28,4452
0,880,2,1,1,5,4,1,13.08,46,2480
5,1074,3,4,0,5,5,1,10.92,5,10783
5,1048,4,0,0,5,3,1,7.58,8,13103
1,575,4,4,0,2,2,1,8.83,18,5093
2,741,5,1,0,5,4,1,16.42,26,4790
5,1038,4,2,2,5,2,1,2.42,27,4001
1,514,1,2,0,4,4,0,16.0,29,55377
3,213,1,5,2,3,5,1,2.08,3,5882
1,619,2,4,0,0,4,0,27.58,23,42212
1,611,2,4,0,4,0,1,24.5,35,4230
5,1138,2,4,2,4,5,1,2.33,11,5955
3,256,0,0,0,5,5,1,6.0,45,3012
2,728,2,2,0,1,4,1,11.75,48,6395
5,1131,5,5,0,4,3,0,11.75,36,58125
3,346,0,0,2,2,4,1,2.5,15,5410
5,1139,5,4,0,5,4,0,14.0,37,64285
5,1079,1,4,0,2,5,0,8.33,32,57393
0,894,2,1,0,0,0,1,8.17,31,3090
1,494,2,4,0,0,5,0,3.92,21,29622
0,851,5,5,2,5,0,1,1.92,48,2124
1,583,4,1,0,2,5,0,11.0,37,50271
5,1127,2,2,0,2,4,1,27.17,19,6840
5,1030,2,1,2,4,4,1,2.08,43,4000
1,523,3,1,0,4,4,0,26.5,24,51707
1,550,0,1,0,5,2,1,13.67,14,10744
5,1145,5,5,0,2,0,1,21.92,28,6450
3,323,0,1,0,4,2,1,6.75,2,17306
1,610,5,1,0,5,0,0,13.08,43,54608
3,432,4,4,0,5,1,1,11.0,41,3015
1,579,4,0,0,0,2,0,25.33,32,41652
0,864,4,1,1,5,3,1,12.42,22,4589
5,1072,1,1,0,2,0,0,12.25,5,44144
5,1097,3,1,0,5,0,0,13.58,37,56702
5,1097,3,1,0,2,5,0,9.67,19,45995
1,588,4,0,0,5,5,0,5.75,43,50271
2,759,3,1,0,4,5,1,4.58,32,3423
0,847,4,4,0,0,1,1,5.42,16,5200
5,1124,5,1,0,5,1,0,12.75,31,64173
1,601,5,1,0,2,4,0,11.17,48,49725
5,1054,0,1,0,2,3,0,12.92,11,56588
3,309,0,1,0,4,2,1,5.75,9,10848
5,1089,5,1,0,4,3,1,26.08,39,3334
2,761,5,1,0,2,0,1,14.33,36,7332
5,1148,2,4,0,2,0,0,7.42,20,54777
5,1132,2,0,0,5,0,1,6.58,28,4496
5,1109,3,5,0,2,0,1,21.67,7,7927
3,236,0,4,0,0,5,1,5.67,46,3012
0,847,4,4,2,0,0,1,2.5,20,3862
5,1079,1,4,0,4,0,1,24.08,2,19008
2,682,5,2,0,5,0,1,5.5,14,5102
1,607,2,5,2,5,3,0,2.17,24,23944
2,785,2,2,0,3,0,1,7.58,34,4020
5,1148,2,4,0,2,4,0,6.5,28,65529
1,583,4,1,0,5,0,1,13.08,34,7474
5,1111,3,0,0,5,2,1,8.67,4,14962
1,599,0,1,0,5,5,1,16.0,9,9277
1,496,0,0,2,0,2,1,2.58,17,4911
5,1070,1,0,0,2,0,0,5.25,19,44144
5,1120,5,0,0,4,3,0,17.92,15,58125
1,514,1,2,0,2,5,0,27.0,2,56943
3,210,5,4,2,4,0,1,1.58,35,2230
1,618,5,2,0,4,3,1,15.5,12,7584
5,1074,3,4,0,5,5,1,9.75,6,10783
3,309,0,1,2,1,3,1,1.17,19,1714
1,500,0,4,0,5,4,0,11.92,39,60508
5,1031,4,4,0,5,5,1,12.58,19,6277
5,1022,2,2,0,5,5,1,4.42,3,14565
4,962,5,5,0,4,0,1,9.25,39,3944
2,788,5,2,0,1,4,1,15.5,34,5817
1,554,5,4,1,0,1,1,26.83,14,14516
2,785,2,2,0,1,1,1,14.67,24,4896
3,139,4,1,0,4,3,1,5.25,25,5699
5,1097,3,1,0,2,0,1,12.0,11,13372
5,1130,2,4,0,2,1,1,8.25,48,4979
2,684,2,3,0,2,4,1,15.5,32,6395
5,1081,1,5,1,4,4,0,12.5,2,69489
5,1111,3,0,0,3,2,1,11.25,29,5656
1,589,4,5,0,5,3,0,24.08,12,52063
1,584,2,2,0,3,0,1,8.92,17,5421
0,847,4,4,0,0,1,1,5.25,29,3961
3,301,1,5,2,5,3,1,1.17,17,1551
3,144,2,0,0,2,1,1,7.42,23,6103
5,1050,0,2,0,4,1,1,15.08,20,6476
5,1022,2,2,0,2,0,1,25.08,2,15720
5,1139,5,4,0,5,1,1,14.0,32,4249
3,404,4,1,0,0,3,1,5.25,22,6489
5,1102,0,5,0,0,3,0,14.58,49,37985
1,464,4,4,0,0,1,0,26.25,16,55983
5,1056,0,4,0,2,5,0,7.92,20,67004
2,739,0,1,0,0,2,1,6.42,43,4028
5,1145,5,5,0,4,3,1,12.75,27,4149
5,1146,2,0,0,5,0,0,8.08,45,54777
3,223,5,3,0,4,2,1,10.33,44,3528
5,1103,0,0,1,5,3,1,32.17,24,9960
5,1076,2,1,2,4,1,1,2.75,35,2049
0,876,2,1,0,4,4,1,5.67,37,2480
1,600,2,2,0,4,0,0,15.17,39,42457
4,942,4,2,2,5,5,1,2.75,46,4499
0,889,2,2,0,3,5,1,6.42,35,5230
2,674,4,1,0,0,3,1,8.67,20,5574
1,618,5,2,0,2,4,0,24.17,11,49725
5,1111,3,0,0,3,2,0,11.25,16,51875
3,51,2,1,0,4,5,1,5.42,8,7908
2,719,5,1,0,5,4,1,15.75,27,5817
1,475,1,4,0,4,5,1,24.25,6,10643
1,618,5,2,0,4,3,1,16.92,10,7584
1,560,5,4,0,5,2,0,11.92,26,39847
1,565,4,4,0,5,2,1,11.58,28,5810
0,818,0,2,0,3,2,1,7.67,49,2723
3,216,0,1,2,4,5,1,1.83,9,5178
5,1117,0,1,0,5,2,1,14.92,28,3346
5,1128,2,1,2,4,5,1,2.25,13,5955
5,1126,5,2,0,4,0,0,15.08,16,69168
1,608,3,5,0,2,5,1,21.17,35,4363
1,528,0,0,1,4,3,1,21.83,33,9390
1,573,3,5,0,4,2,1,10.92,34,4387
1,464,4,4,0,4,3,0,25.5,10,52063
3,195,5,4,0,2,0,1,6.92,49,2124
1,583,4,1,0,2,5,1,33.5,45,8938
2,770,4,4,0,5,2,1,11.0,12,6488
5,1038,4,2,0,4,5,1,16.83,19,6067
1,505,2,0,0,2,0,1,27.75,22,5504
5,1104,3,5,0,4,1,1,13.33,43,8527
5,1106,5,1,0,4,2,0,26.67,32,41269
3,295,2,0,0,5,0,1,7.83,28,3253
5,1068,1,5,0,4,0,0,12.33,25,44144
3,334,3,0,0,2,2,1,5.0,25,5577
